job_id,title,core,role
27,메카트로닉스공학기술자,"설계,제어,계역,eplan,전장,구동,nvh,열관리,실차,기계공학계열,공정,설계도면관리,공정도면,역설계,제조원가,자동화설비,mechatronics,기계,설계프로그램,응용장비,반도체후공정,장비,검사장비,응용장비,자동화장비,기계공학,생산설비,컨베이어,기계,메카트로닉스,협동로봇,robot,지멘스,개발,엔진,시운전,설비,전기모터,자동화,라스트마일,로봇,EtherCAT,모터,설비,설계,개발,설비엔지니어,물류장비,물류 자동화","설비엔지니어,물류장비,시운전,물류 자동화,AGV,3D Tool,INVENTOR,엔진 조립,테스트,시운전,전기모터,배터리,연료전지,협동로봇,Universal Robots,UR+,PLC,산업용로봇,C,PLM ,증착장비,2차전지,컨베이어,메카트로닉스,EPC,Engineering Procurement Construction,MFC,검사장비,레이저,응용장비,자동화설비,기구설계,하드웨어,기술문서,생산자료,스켈레톤,양산진행,영상장비,금형 설계,구동 장치,의료기기,Solidworks,AutoCAD,트러블슈팅,공정 셋업,C/T 개선,SMT,AOI,솔더링,로봇 자동화,시제품,설계도면관리,양산,고객지원,제작 가능성,제조원가,견적,역설계,공정분석,공정 설계,공정도면,양산 이관,SOLIDEDGE,컴퓨터응용가공산업기사,작업절차서,3D CAD,정밀 메카트로닉스,Mechanical Engineering,기계 엔지니어링,레이아웃,도면,전력기기,메커니즘,Actuator,컨트롤 밸브,Soter,BCR,Auto Labeller,제조기술팀 (설비엔지니어),기구설계1팀,엔지니어 (프로젝트 매니저),엔지니어 (Robotics 엔지니어),기구설계,SW개발,FA자동화 유지보수 및 셋업,연구개발 (R&D),기구설계,생산기술 (신입),쿼츠 제품개발,자동화설계,기계분야,컨트롤 벨브용 전동 Actuator 설계 및 제품 개발,자동화 설비 엔지니어"
28,물리학연구원,"계산과학분야,복잡계,수리생물학,단백질접힘,광역최적화,신물질,나노,재료물리,생물물리,조합론,그래프이론,전산이론,양자물질,양자정보과학,계산과학분야,양자정보과학,양자컴퓨팅,양자통신,양자계측,양자정보이론,가속기,통합제어시스템,인프라시스템,가속기,인터락,보호시스템,빔운전,초전도,가속관,커플러,초전도가속관,커플러,진단장치,신호처리계,중이온가속기,tca,신호측정,진공장치,통계학,확률,수치해석,matlab,fortran,광학,레이저,공정개발,디스플레이,데모,성능,기술지원,afm,laser,광학계,설계,장비,개발,uled,셋업,ela,llo,flc,glc,물리학","조명,광학개발,비전개발,조명개발,광학설계,프로그래밍,Laser,레이저,응용장비,광학계,Trench,uLED,ELA,LLO,FLC,GLC,AFM,장비 데모,성능 평가,기술지원,신기술,마스터플랜,NPI,보고서,유효성 검사,반도체,디스플레이,레이저 응용,공정개발,광학설계,2D도면,줌렌즈,열상,CODE,ZEMAX,AutoCAD,방산제품,컨설팅,SEMI 평가,FAE,리소그래피,웨이퍼,FSE,계측 장비,PCB,극미량 분자분광,가스,제품평가,태양광,페로브스카이트,TCO,Metal Oxide,Sputter,광전변환소자,스퍼터,박막형 전자소자,태양전지,ETL,HTL,진공증착,OLED,DPSS,광원 개발,데이터 분석,데이터 해석,MATLAB,광학 검사,이미징 시스템,측정 시스템,C,MFC,광전자,양자컴퓨터,Quantum Researcher,양자컴퓨팅 알고리즘,Qiskit,PeeyLane,Cuamtum Computing SDK,Python,양성자,우라늄,이온,희귀동위원소,고에너지,대전류,동위원소 생성방법,재료,물성과학,가속기,빔운전,초전도 가속관,커플러,빔 진단장치,신호처리계,진공시스템,중이온가속기,빔광학,Linux,임베디드 시스템,장치보호시스템,전자기학,전자회로,RF,빔물리,ISOL,플라즈마이온원,FEBIAD,감마선,하전입자 ,EBIS,전하증식기,핵물리실험,입자물리실험,핵반응,고방사선,고출력 레이저,극초단 레이저,열적 현상,펄스 ,광학계,열역학,재료역학,초고속광학,양자광학,기하광학,계산과학,양자정보과학,양자컴퓨팅 알고리즘,양자통신,양자계측,양자정보이론,암호학,데이터 과학,복잡계,수리생물학,광역최적화,정보 과학,나노,재료물리,생물물리,조합론,그래프이론,알고리즘,전산이론,조명/광학개발 신입/경력 0명,[공정기술팀],[중견상장사] 연구용/ 산업용 응용기술팀 신입~5년 ,Development Engineer (R&D 기획)  채용직급 : 주임-과장급,Lead Engineer  - 채용직급 : 과-차장급 -근무지 : 용인 본사 (처인구) => 2023년 하반기 충남 아산 이전 예정,공정개발,[광학설계],기계안전인증 컨설턴트(신입) ,[외국계 반도체] FAE 모집(동탄) ,연구개발(화학/분석,[태양광대기업] 페로브스카이트 대면적 스퍼터 증착 공정 부문 ,레이저 개발 신규 인력 채용 ,CGMS 데이터 분석,제품(조명) 엔지니어 신입 0명,상시채용] Quantum Researcher ,[기초과학연구원] 중이온가속기연구소 정규직원 채용공고,실험장치 개발 및 운영분야,고출력 극초단 레이저 증폭 기술,광섬유 레이저 기술(원급),2022년 하반기 한국과학기술원 부설 고등과학원 양자우주연구센터 QUC 펠로우 모집 공고(양자정보과학분야),계산과학"
29,반도체공학기술자 및 연구원,"심볼,안전회로,전장,진공,rf,plc,반도체,설계,설비,장비,제어,반도체용,플립칩,wlp,동종업계반도체,asic,frontend,synthesis,sta,upf,pcienandphy,finfet,pmic,sustain,cc,반도체,RTL,Silicon,ISP,synthesis,simulation,macro,micro,아키텍처,ASIC,SOC,FPGA,Verilog,HDL,EDA,RTL","RF,진공 설비,Schematic,전장,심볼,제어회로,배치도,PLC,반도체 장비,제어 부품,전력 용량,전장 회로도,CCSS,SLURRY,반도체장비,ERP,TOUCH,Omron,자동화설비,RF HW,공정용,Power Amp,HF/VHF,고속용 PCB,증폭기,VI 센서,공진형 네트워크,AMP,ADC,DAC,FPGA,Verilog,SSD,DRAM,NAND,Water Tester,Interface protocol,Form Factor,메모리,LPDDR,GDDR,FLASH,Linux,C language,C,회로,도면설계,Pannel,Wire Harness,Controller,Auto CAD,Eplan,반도체 테스트,반도체 회로분석,전자회로,MCU,반도체 공정,PMIC,SOC,T2K,ETS364,UFLEX,TEST,PGM,스크러버,유지보수,반도체,전장/ 제어설계,자동제어,연구개발 부문 (경력),H/W개발,ㆍ반도체 장비     HW개발,반도체 및 전자회로,반도체 TEST 엔지니어 (O명),반도체 유지보수"
30,보험 모집인 및 보험설계사,"요양,보험심사청구,장기보험,손해사정,기업모험,원보험,재보험,설계사,보상처리,고객,다이렉트,상품가입,가입설계,보험컨설팅,상담,고객관리,가입고객,기존보험,보험금,지급심사,보험자문,신용보험,보증보험,계약관리,보험중개사,대물보험,손해액,보험사고,보험약관,금융보험,손해사정사,장기인보험,심사,단체보험,신체손해사정사,의무기록사,보험,보험설계","보험설계,보험금지급심사,손해사정,정보입력,보험중개,지급심사,고객관리,보험업무,계약관리,보험영업,재무설계,기업보험영업,원보험,기업리스크,단체보험,경영기획,재보험중개,갱신,계약이관,보험청약,운전자보험,장기보험심사,재물보험심사,보험심사청구,서면심사자,보험심사,재정,세무정보,CS,세일즈리더,보험분석,보험상품,가입설계,재물,대물,서면심사,금융,인보험금,손해사정사,신체손해사정사,의무기록사,건강보험사,생명보험,보험청구,보험금,보험약관,현장조사,배상책임보험,재물보험,대인보험,SOC,매출채권,신용보험,보증보험,임의재보험,출재,재보험,해상재보험,MP,신체보험,단체상해보험,손해액,보험사고,손보사,생명사,재물손해사정사,병원조사,대인손해사정사,대인배상책임보험,대물손해사정사,보험자문,금융정보,고객케어,증권 전달,보험컨설팅,기존보험,보상,청구,장기보험,화재보험,보험세일즈,자동차보험,의무보험,보험상담,기업보험,법인보험,손해보험중개,원보험중개,출재,특약,대인손사업무,클레임,아웃바운드,인바운드,갱신관리,손해보험,일반보험,계약체결,Up-Selling,의료기관,산정,지급,면책,청구업무,심사부,수납,외래,진료내역,영수증금액,전자의무기록,EMR,OCS,보험수가,인력신고,차등제신고,재원심사,퇴원심사,삭감분석,사전심사,청구대행,보완청구,재청구,삭감분석 통계,해외보험,해외재보험중개,금융감독원,원수보험,보험중개법인,엑셀금융서비스 보험분석, 재무설계, 보험설계 , 세일즈리더,[KG손해사정(주)] KB손해보험 전속법인 부문별 신입/경력 채용,해성손해사정(주) 하반기 부문별 공개채용,에이원심사손해사정(주) DB손해보험 심사/정보입력 팀원채용,TRC 손해보험중개(주) 경력직 채용공고,지사별 지급심사/콜센터 부문 신입 및 경력직 공개 채용,보험설계, 보험영업 외 신입/경력 프리랜서 채용,메리츠화재해상보험(주) 보험업무, 보험설계 외 신입/경력 프리랜서, 위촉직 채용,DB손해보험 고객상담 및 가입설계 모집,보험설계사, 보험영업 신입/경력 프리랜서 채용,법인대리점 보험/재무설계사 채용,KB손해보험 법인보험영업 신입 및 경력자 모집,PIS보험중개 [신입/경력] 해상.재보험 업무 담당자 채용,[외국계 보험중개사] 기업 리스크 팀  Account Executive (부장급),[외국계 보험중개사] 단체보험 팀 TBS Administrator (대리급),총무, 경영기획 외 경력 정규직 채용(보험중개사),TRC손해보험중개(주) 경력직 채용공고,PIS보험중개 [신입/경력] 보험 계약관리 담당자 채용(보험계약/클레임),(주)어센틱금융그룹 보험대리점 본사 계약관리 담당자 채용,법인보험대리점(GA) 지점총무 채용 - 생명/손해보험 사무직 경력자 우대,[AXA손해보험] 강서 신입 영업 상담원 채용(12기),[KB손해사정] 장기보험심사/재물보험심사 신입사원 채용,[KB손해사정] 장기보험심사/재물보험심사 신입사원 채용,의료기관(병원) 보험심사청구 컨설턴트 모집"
31,빅데이터분석가,"개발,spark,hive,fds,통계분석,알고리즘,insight,foresight,파이프라인,머신러닝,수집,지표,추출,ops,파이프라이닝,acquisition,activation,retention,가설,crm,segmentation,rfm,scm,dashboard,라벨링,엑셀,minitab,데이터,Python,R,SQL,코호트,스크립트,통계,빅데이터,데이터 라벨링","데이터 라벨링,Minitab,Mixpanel,Tableau,DB Ops,SQL,커머스 퍼널,지표,CRM,RFM,SCM분석,Dashboard,BI ,ORACLE,MS-SQL,Query,딥러닝,Python,R,Excel,시각화,추출,정제,핵심 지표,퍼널,리텐션,코호트,A/B 테스트,데이터 수집,머신러닝,Scrapy,Selemium,크롤링,파이프라인,GA,AARRR,Funnel,마케팅 지표,AWS,GCP,BigQuery,Google Analytics,Tensorflow,Pytorch,데이터 정제,수집 프로세스,데이터 처리,RDMBS,스키마,정형 ,비정형,power BI,사용자 행동,추적 스크립트,시각화 자료,Adebe Analytics,Firebase,Datastudio,인포그래픽,데이터 시각화,AI학습 데이터 라벨링 경력자 모집 ,[윙잇] 데이터 분석가,[금융정보제공] 데이터공학, PL/SQL, ORACLE 경력 팀원급 ,잡플래닛 데이터 분석가 ,데이터마이닝 / IR 부분 담당자 [신입/경력],[캐시워크] 데이터분석가 ,AI 알고리즘 및 데이터 고도화담당 (파견가능인력-원주 8개월) ,인공지능(AI) 데이터 분석 ,[PTKOREA] 디지털 미디어 데이터 분석가(Data Analyst/계약) "
32,상품기획자,"상품기획,미디어커머스,사업관리,사업기획서,기획서,알리바바,상품,발주,머천다이징,상품운영,온라인몰,프로모션,마켓트랜드사용자경쟁서비스,아젠다,이커머스,van,pg,결제서비스,스몰스,데이터기반,스토리보드,리테일,세일즈,제품,제품소싱,상품기획,시장동향,구매패턴,MD,마케팅","시장,시장동향,상품기획,상품,소비자,구매패턴,소비유형,취향,조사,분석,상품개발,개발,제조업체,계약체결,특정상품,서비스,판매수준,소비자평가,경영,경제,무역,MD,의류,유아용품,상품개발 담당자,마케팅 전문가,바잉MD,영업MD,의류MD,패션기획MD,스포츠MD,패션플랫폼,싱품MD,유통업,무역업,수입유통,OA활용,비즈니스 영어,발주 업무,온라인MD,쇼핑몰,오픈마켓,소싱,상품소싱,주얼리,재고관리,상품 관리,가격조사,유통MD,기획서 작성,사업기획서,사업관리,시즌 상품,시즌 상품기획,시즌 트랜드분석,전략 수립,아이템 개발,발주물량관리,운영계획,판매분석,매출목표,상품원인분석,상품기획MD,포토샵,Excel,프로모션 기획,시장조사,브랜드 마케팅,상품관리,소셜커머스,전자상거래,미디어커머스,온라인 커머스,디지털 마케팅,화장품,손익관리,제품전략 수립,구글스프레드시트,식품 트렌드,소진율 관리,원가율,판매,환불율 분석,사업관리,조직관리,사이트관리,리테일MD,브랜드확장,커뮤니케이션,싱픔재고 관리,매출관리,매출분석,통계분석,온라인 산업,스마트스토어,운영전략,판매현황 분석,상품최적화,키워드 광고운영,바이럴 마케팅,상품 SEO,세일즈 전략,플랫폼,상품 포트폴리오,AMD,자재관리,BM,브랜드매니저,아이템선정,브랜딩,행사기획,비즈니스마케팅,상품 기획MD,상품소싱 MD/AMD 정규직 채용,ㆍ온라인 상품 등록 및 수정 ㆍ자사몰 및 외부몰 관리 ㆍ서류 작성 및 관리 (문서 보조,사무 보조) ㆍ영업지원,오픈마켓 입점 상품관리 MD 채용,상품기획, 온-오프라인MD 채용,스포츠 의류 상품기획MD 모집,상품기획 MD, 온라인 MD 모집  ,뷰티화장품 BM (기획MD),의류 잡화 상품 기획 MD 모집합니다.,간편식(HMR) 상품 개발 MD 상시 채용,andar 상품기획MD 경력 채용,스킨케어 랑벨 브랜드MD,온라인 MD 모집,PB 상품기획 MD (밀키트/식단관리)"
33,석유화학공학기술자 및 연구원,"아크릴,폴리에스테르,우레탄,합성,유기합성,타이어,고무첨가제,화학고분자,황산화물,전처리탈황제,gts,화력발전소,환경규제,실리콘,화학제품,실리콘,개발,재료공학,화학공학,방열기관,방열,기판,전해액,첨가제,이차전지,신소재,합성,시약,유기합성,정제,고분자,고분자공학,물성,해석,유변학,폴리올레핀,pilot,plant,합성,전산유체역학,cfd,에너지시스템,화학공학,공정시스템,석유,폴리머","폴리머,화학공학,PE,유기금속 ,유기합성,유기반도체,유기태양광,OLED,폴리올레핀,전해액,실리콘,유기실란합성,신소재,고분자,도료,코팅,유화,화학공학,R&D,합성,고분자,합성연구,cloumn,정제,Impurity,Si3N4,수지,유기합성설계로,유기화학,GPC,HPLC,GLC,재료공학,화학,합성기술,천연고분자,정밀화학,디스플레이,방열,공정, CFD,전산유체역학,촉매,모델링,유변학,재료공학,설계가능자,분석화학,촉매필터,실리콘 ,고무,유해화학물질,폴리머,플라스틱,화석연료,황산화물,에폭시 ,우레탄,실란,실리카,Composite,아크릴,폴리에스테르,고무첨가제,타이어,모노머,올리고머,수분산,유무기,공정개발,고분자소재,물리화학,재생소재,재료연구,미세분말,입자나노코팅,표면처리,복합 pp,유기반응,compounding,소재,촉매활용,폐플라스틱,열분해유,해중합,분리공정,물성,석유,환경공학,공업화학,기계공학,고분자공학,메탈로센,유기금속촉매,중합연구,유기금속화학,EPDM,경화제,페놀,아세톤,PU, R&D Center 신입/경력 연구원 모집, R&D Center 신입/경력 연구원 모집, R&D Center 신입/경력 연구원 모집,합성연구보조원 ,기술연구소,개발,연구개발 팀장,R&D 연구 개발자,유기합성설계부,기능성코팅 유기합성부,환경시험부(환경화학) ,(주)케이피텍 기술연구소 R&D 연구원 경력직 채용,R&D ,연구 개발,[상장사] R&D 연구원, 생산관리팀 신입 사원 모집 ,연구 개발 R&D,강진 R&D연구소 (연구원),Technical Manager,정밀화학 연구원,미원스페셜티케미칼 충주공장,미원화학 탄천연구소,연구,기술연구소 연구개발팀 연구원,chemical recycling 공정 개발,메탈로센 촉매 합성 연구,신소재연구"
34,손해사정사,"상담심사,승계,승계처리,고객,응대,신체손해사정사,보험금,청구,약관상,면책,고객,금융보험학,대물보험,사고조사,손해액,보험사고,고객면담,보험사고,보험약관,손해사정사,재물손해사정사,인보험,지급업무,금융보험,보험금,보험심사,손해사정","보험금,보험금 심사,보험금 지급,서면심사,손해사정,손해사정사,보건행정,금융보험,인보험,손해사정사 1종,재물손해사정사,신체손해사정사,대물배상,재물 조사자,건축,토목,조경,도시공학,간호학,임상병리학,재활치료학,재물보험,재물,대물,사고조사,손해액,손해액 산정,현장조사,고객면담,보험약관,보험볍률,법학,자동차 관련,기계설비,대인손해사정사,간호,의료,방사선사,간호사,대인배상책임보험,단체상해,단체상해보험,보험사고,서면조사,유선면담,신체,4종 손해사정사,신체보험,손보사,생명사,사고,사고접수,정보입력,전산,보험사고,보상청구,사고원인,보험금,산출,분석,정리,손해발생,관계법규,적정가격,보상범위,판례,사례,타당성,협의,자동차보험,보험업법,보험계약법,해상보험,특종보험,화재보험,적하보험,항공보험,운송보험,금융,의무기록사,치위생사,치위생학과,치아보험,보험금 산정,선박,책임,생명,보험인수심사원,보험 할증금,보험보상심사원,금융보험학,보험금 청구,면책여부 판단,고객 안내,고객 응대,건축학과,토목공학과,공학계열,건축기사,토목기사,배상책임보험,금융권 상담,상담 경력,승계처리,구비서류,상담심사,자동차금융,서면심사(소액),서면심사(중심도), 대물배상/재물 조사자 채용,손해사정 접수 및 정보입력 팀원,재물/대물 손해사정 조사직 손해사정 조사직,대인손해사정 조사직,신체손해사정 조사직,재물손해사정 서면심사직,단체상해 서면심사직,보험금 서면심사 ,치아보험 심사,배상책임보험 서면심사 (팀원),인보험 서면심사,현대해상 전속법인 인보험 서면심사 (소액지급심사) 경력직 채용,현대캐피탈 Auto자산운영팀 상담심사 계약직 채용"
35,수학·통계학연구원,"sql,python,통계,선형대수학,데이터마이닝,데이터,수학,통계,데이터사이언스","데이터,SQL,R,Python,다층 데이터,그래프 이론,융합적 통계,통계,의학통계,전산통계,응용수학,데이터사이언스,데이터 관리,전처리,데이터 분석,시뮬레이션,통계이론,보건통계,환경보건,SAS,빅데이터,STATA,SPSS,R,VBA,엑셀,데이터 수집,데이터 관리,에디팅,통계 수집,통계 패키지,추정,통계 이론,CMC,공정 ,분석법,연구개발,품질 관리,실험분석법,다변량,품질경영기사,CRF,DMP,데이터 모델링,파이프라인,데이터마이닝,알고리즘,분석 파이프라인,생명정보학,생물정보학,Bioinformatics,Linux,NGS,코호트,: 채용연계형 겨울 Tech 인턴십 - 응용분석팀 Statistics/Analytics,석사 연구원 0명, 박사 연구원 0명, 박사 후 연구원 0명 ,연구원 통계․분석 (계약직,강북삼성병원 수원부속의원 행정직,【전문연구원(통계) 직무설명자료】,CMC 통계,CRF 디자인 및 CRF completion guideline / DMP/ Data validation 문서 개발 CRF 데이터 검토 데이터 검토 프로그래밍,데이터 엔지니어 (부산),생명정보학 전문가(BI) -암 재발진단 플랫폼 개"
36,식품학연구원,"제과제빵,케잌,브런치,메뉴,비건베이킹,메뉴개발,즉석조리식품,간편조리식품,개발,건강기능식품,식품영향,체형연구,프랜차이즈,식자재,외식,신상품기획,hmr,국탕규,국탕류,파우치,음료,가공식품,소스,시럽,음료베이스,향미유,식품관련,식품,스낵,쿠키,캔디,젤리,김치,농산물,발효식품,향신채소,식품가공학,채소류,원예학,농학,발효,대체육,식물성,고기,tvp,식물조직단백,단백질,신소재,식물성고기,protein,물성측정기,입도분석기,점도계,유기화학,생명공학,식품영향학,식품공학,전분,식물조직단백,식품학,식품공학","대체육 ,식물성,소재,식물조직단백,지방,단백질,Protein,전분,식품공학,식품영양학,대체육,특허,식품 공학,상온간식,곡류가공품,냉동간식류,식품공전,식품위생법,식품기사,식품산업기사,보건증,향신채소,농산물,가공품,식품가공학,발효공학,농학,원예학,생명공학,식품  원료,기능성식품,스낵,쿠키,캔디,젤리,영양학,신제품,패키지,표시사항,건강기능식품,표시기준법,식품개발연구,요리,가열살균,신선가공기술,드레싱,소스류,스프류,커리,미생물,비가열,소스,시럽,음료베이스,향미유,HMR,국탕규,파우치 음료,델리,분쇄가공육,양념육,프랜차이즈,시장조사,트렌드,신소재,상품분석,식자재,외식,이화학,제형연구,양조미생물,주류,유전공학,효소,전분,품질계량제,제과,조리사 자격증,즉석조리식품,간편조리식품,베이커리,디저트,제과제빵기능사,식품첨가물,조미식품,카페파우더,디저트까페,메뉴개발,제과제빵,브런치,케잌,비건베이킹,일반식품,식품소재,원료,식품공학과,식품연구소,해양학,계란,그래놀라,시리얼,영양바,메추리알,[R&D] 대체육 소재 연구 및 개발자,상온간식류연구개발 경력직,제품개발,농산발효식품연구개발 경력사원,연구개발팀,연구개발,건강기능식품, 일반식품 개발,[기술연구소] 식품개발연구,가공식품 연구 개발 소스 시럽 음료베이스 향미유 ,식품 연구개발 연구원 모집(HMR국탕류/음료),식품연구소,상품개발팀 (상품기획/개발마케터),연구소,제품 연구개발 인력채용,연구기획 : 효소제제 연구개발,소재과학연구소 : 전분,연구,식품(R&D) 식품개발업무,베이커리 ,식품첨가물 연구개발 경력직,메뉴개발,제과제빵 개발,건강지향(기능) 식품/ 일반식품 (HMR) 연구원"
37,신용분석가,"민사신청,민사집행,가압류,경매,전자소송,리스크관리,자금운용,자금운용역,신용위험분석사,신용관리사,기업신용분석,기업신용정보,신용정보회사,기업신용평가,금융채권,회수,채권관리,채권평가,채권매입,매각,채권배정,추심수수료,자산양수도,추심원,현대캐피탈,채권회수,방문추심,방문채권추심,차량할부채권,채권추심,신용관리사,부산은행,특수채권,신용관리사,미납채권,추심,미납안내,미납,신용분석,신용정보관리,신용정보","미납채권,특수채권,채권추심,캐피탈,차량할부채권,채권관리,신용정보관리,금융채권,기업신용분석,매입채권추심업,자산관리,신용 리스크관리,채권수주영업,신용정보,채권영업,채권 리스크관리,정상채권관리,법 조치,민사신청,전자소송,수임영업,수임채권,집행관리,아웃바운드,소비자금융 채권관리,미납안내,TM추심,오토,방문추심,채권회수,상각채권,채권기획,채권평가,채권매입,채권매각,채권배정,목표설정,추심수수료 ,산출,채권추심 관리,자산양수도,투자약정서,투자기관,추심원 관리,전화추심,고객채권관리,상환,기업신용평가,기업신용정보,신용정보회사,ESG평가,기업신용조회업,기획업무,AMC,자금운용,시장 리스크관리,리스크관리,자금운용 분석,자금운용 점검,자금운용역,성과평가,전문직,신용위험분석사,신용관리사,CRA,투자자산운용사,신용분석,관리지원,영업관리,영업지원,거래선개발,재정분석,거래선관리,여신사무,거래선,여신상담,채널영업,리스크매니저,매출분석,매출관리,금전채권,권원,채무내역,금원,민사채권,채권 회수,회수,대부업,대부관리사,대부금융업,CS,연체채권관리,신용추심,민상사채권,담보,계약관리,상각채권회수,연체채권회수,법무관리,P2P,소비자금융 채권관리,민사집행,가압류,[미래신용정보]LG헬로비전 미납안내 및 TM추심원 모집,[BNK신용정보] 부산은행 특수채권 추심원 모집,[BNK신용정보] 00저축은행 채권추심원 모집(계약직),[BNK 신용정보] BNK캐피탈 특수채권 추심원 모집 (서울),현대캐피탈 (오토추심) 경력자 채권추심원 채용,[베리타스자산] 각 부서별 정규직 채용 (내일채움공제),현대캐피탈 채권추심원 모집,고려신용정보(주) 금융자산본부 신용관리사 채용,SCI평가정보(주) 기업신용평가실 사원 채용,[서초구/주5일]Veritas Asset 채권기획 팀장급 정규직 채용,금융업(채권관리, 추심원) 관련 담당직원 모집,2022년도 전문직 및 특정업무원 채용,에스엠신용정보 대구지사 추심전문직,영업전문직 모집,신용분석팀(계약직) 신용정보 관리지원 채용,SM신용정보 채권영업 전문가 초빙,아이앤유크레디트(주) 채권관리부 채용(채권관리/고객상담),[신입/경력] 채권관리 직원 채용,[8퍼센트] 법무팀장 및 채권관리 담당자 모집,HB저축은행 [신입.경력] 공개채용-채권관리팀"
38,약학연구원,"줄기세포,배양,줄기세포배양,세포치료제,biocreactor,진단제,항암제,방사화학,유기화학,고분자화학,저분자,의약품,개량신약,제네릭,의약품,분석법,밸리데이션,원료,완제,분석법,불순물,유전독성,발암성,불순물,생화학,한약학,약품분석,임상연구,연구자주도연구,cro,관찰연구,pms,임상시험,간호학,생명과학,주사제,점안제,연질캠슐,비고형체,일반의약품,건강기능식품,기능성화장품,안정성,신약과제,신규체형,공정개선,제제연구,바이오,바이오신약,합성신약,개량신학,fda,생물학,임상화학,진단,시약,항원,항체,면역,체외진단,합성신약프로젝트,화합물,nmr,hplc,유도체,의약확학,유기화학,나노의약,약물전달시스템,세포치료제,체형,콘택트렌즈,바이오,생물정보,계산화학,약학,개발,신약,신약개발,mRNA,효능,작용기전,항암,치료제,독성,효력","항암치료제,신약,비임상, mRNA,CRO,효력,신제품,신약개발,생물정보,나노의약,약물전달시스템,세포치료제,제형,합성신약,NMR,,MS,HPLC,원료의약품,분석법,효소,임상화학,시약,면역,진단,개량신약,합성신약,바이오신약,신약과제,주사제,점안제,연질캠슐,일반의약품,건강기능식품,안정성,감염성,분자진단,원료의약품,이화학시험,제품별 미생물시험,바이오버든시험,미생물한도시험,GC,FT-IR,아미노산분석,CRO ,밸리데이션,완제,CTD,안정성,항염증제,진단제 ,줄기세포,CMC ,인허가,사후관리,식약처,의약화학,생화학,바이오,생명과학,생명공학,미생물학,분자생물학,의과학,제약회사,PMS,간호학,분자진단,HR-LC/MS,LC-MS/MS,GC-MS/MS,ICP-MS,IR,UV,약품분석,Bioreactor ,RA,약사,분자진단,공정분석,후성유전,생리활성,제네릭,FDA,EMA,optimization,헥산,Taqman,PCR,의과학,한약학,세포치료제,줄기세포배양,약사법규,체외진단,면역,실험실,유도체,고체상,분자모델링,완제의약품,유전독성물질,약효평가,동물시험,혈액,시료분석,기시법,항암치료제 신약 개발 비임상 전문가,기업연구소(양주) 연구원,인공지능 신약개발 모델 구축 및 분석,기업부설연구소 연구원,의약화학(Medicinal Chemist),공정분석연구원 ,진단 개발팀,해외RA ,제제연구(경력),제품연구(신입/경력),분자진단 연구팀 (안양 사업장 근무),분자진단 연구팀 (안양 사업장 근무),품질관리 (QC),Medical Science팀 [CRA, 사원~대리],Medical Science팀 [임상연구 PM] (대리~과장,Medical Science팀 [시판 후 연구 팀장],제제연구소 분석연구팀,숙명여자대학교 의약품화학연구실 대학원과정생 모집,[박사] R&D 화학파트,각 부문 신입/경력 채용,분석연구,약효평가팀 (정규직),연구부 (정규직)"
